ApplicationName,ProgramId,FileKeyLastWriteTimestamp,SHA1,IsOsComponent,FullPath,Name,FileExtension,LinkDate,ProductName,Size,Version,ProductVersion,LongPathHash,BinaryType,IsPeFile,BinFileVersion,BinProductVersion,Usn,Language,Description
Unassociated,00066bda6a42f3fafe2f32735541b4bd8f9200000904,2046-01-12 06:37:24,0300c7833bfba831b67f9291097655cb162263fd,False,c:\windows\system32\csrss.exe,csrss.exe,.exe,2046-01-12 06:37:24,,,,,,pe64_amd64,True,,,,,
